dataset bialsites_avg sf_avg sxA_avg sxB_avg ss_avg piA_avg piB_avg thetaA_avg thetaB_avg DtajA_avg DtajB_avg divAB_avg netdivAB_avg minDivAB_avg maxDivAB_avg Gmin_avg Gmax_avg FST_avg nSamA nSamB Lsyno bestModel contig start end
Hmel206019_36 46.6666666666667 0 23.3333333333333 17.5 5.83333333333333 0.0408772 0.0385965 0.0469783 0.0375826 -0.3973817 0.0780971 0.0475 0.0077632 0 0.1333333 0 2.8070177 0.0910634 20 20 30 M1 Hmel206019 589398 590551
Hmel206019_37 26.3274336283186 0 15.4867256637168 4.64601769911504 6.19469026548673 0.035864 0.0138333 0.0349219 0.0174609 0.0987547 -0.6830971 0.059292 0.0344434 0.0088496 0.1061947 0.1492537 1.7910448 0.4154903 20 20 113 M3 Hmel206019 620215 622558
Hmel206019_38 6.25 0 6.25 0 0 0.0120301 0 0.0100668 0 0.3519527 0 0.0071429 0.0011278 0 0.0357143 0 5.0000002 0.0877193 20 20 28 M3 Hmel206019 623082 624399
Hmel206019_4 25.8522727272727 5.96590909090909 9.94318181818182 7.95454545454545 1.98863636363636 0.0108852 0.0090311 0.0192184 0.0160153 -1.3818381 -1.3343834 0.0447727 0.0348146 0.0340909 0.1022727 0.7614214 2.284264 0.6419454 20 20 88 M1 Hmel206019 172484 181146
Hmel206019_40 36.8421052631579 0 36.8421052631579 0 0 0.0775623 0 0.059341 0 1.1022588 0 0.0649123 0.0261311 0 0.1578947 0 2.4324323 0.2568059 20 20 57 M1 Hmel206019 626015 627803
Hmel206019_41 23.3333333333333 0 11.6666666666667 7.17948717948718 4.48717948717949 0.0237787 0.0232928 0.0260187 0.0187913 -0.3239024 0.8689577 0.0310256 0.0074899 0.0051282 0.0871795 0.1652893 2.8099175 0.1403003 20 20 195 M3 Hmel206019 628122 651496
Hmel206019_43 7 0 0 7 0 0 0.0075789 0 0.0112748 0 -0.5915501 0.004 0.0002105 0 0.04 0 9.9999993 0.0277008 20 20 25 M2 Hmel206019 652804 655553
Hmel206019_44 14.5833333333333 0 6.80555555555556 4.86111111111111 2.91666666666667 0.0104971 0.0110234 0.0156594 0.0125275 -1.1528111 -0.404668 0.0291944 0.0184342 0 0.05 0 1.7126545 0.4676755 20 20 180 M3 Hmel206019 656446 663066
Hmel206019_45 11.6666666666667 0 5.49019607843137 4.11764705882353 2.05882352941176 0.0094943 0.0056347 0.0121591 0.0099483 -0.77727 -1.4911451 0.0199608 0.0123963 0.0078431 0.0392157 0.3929273 1.9646367 0.4566346 20 20 255 M3 Hmel206019 664077 665903
Hmel206019_46 28.4090909090909 0 17.0454545454545 4.54545454545455 6.81818181818182 0.0328777 0.0227956 0.0384368 0.0183032 -0.5519422 0.8582978 0.0377597 0.0099231 0 0.0909091 0 2.4075667 0.1545545 20 20 154 M3 Hmel206019 671499 687035
Hmel206019_47 16.9354838709677 0 11.2903225806452 5.64516129032258 0 0.0202037 0.0108659 0.0181851 0.0090926 0.2602635 0.3519525 0.0241935 0.0086587 0 0.0967742 0 3.9999997 0.222295 20 20 31 M1 Hmel206019 687638 695669
Hmel206019_48 53.8461538461538 0 53.8461538461538 0 0 0.0376518 0 0.0867291 0 -1.6381444 0 0.0192308 0.0004049 0 0.0769231 0 4.0000004 0.0109081 20 20 13 M1 Hmel206019 697551 723681
Hmel206019_5 30 15 0 15 0 0 0.0159398 0 0.0241603 0 -0.9087473 0.1142857 0.1063158 0.0857143 0.1428571 0.75 1.25 0.8724625 20 20 35 M0 Hmel206019 183397 188366
Hmel206019_51 12.0689655172414 0 12.0689655172414 0 0 0.0138838 0 0.0194393 0 -0.8273216 0 0.012931 0.0059891 0 0.0344828 0 2.6666666 0.3067271 20 20 58 M1 Hmel206019 741613 742485
Hmel206019_52 15.9090909090909 0 15.9090909090909 0 0 0.0090909 0 0.0256245 0 -1.164391 0 0.0045455 0 0 0.0909091 0 19.9999992 0.1 20 16 11 M2 Hmel206019 754266 756844
Hmel206019_53 24.6794871794872 0 24.6794871794872 0 0 0.0184211 0 0.0397508 0 -1.9030725 0 0.0096154 0.0004049 0 0.0641026 0 6.6666674 0.0220447 20 20 78 M3 Hmel206019 758344 766797
Hmel206019_57 16.5789473684211 0 7.36842105263158 5.52631578947368 3.68421052631579 0.0171999 0.0186704 0.0183622 0.0148352 -0.2084242 0.7910112 0.0188889 0.0009538 0 0.0631579 0 3.3436532 0.0285511 18 20 95 M2 Hmel206019 826413 826919
Hmel206019_58 14.5833333333333 0 4.86111111111111 9.72222222222222 0 0.0027778 0.0055556 0.0078297 0.0156594 -1.164391 -1.5128356 0.0041667 0 0 0.0833333 0 20.0000018 0 20 20 36 M2 Hmel206019 829133 829549
Hmel206019_6 37.5 12.5 0 25 0 0 0.0206767 0 0.0402671 0 -1.1407037 0.0821429 0.0718045 0.0714286 0.2142857 0.8695652 2.6086956 0.7807869 20 20 14 M2 Hmel206019 188854 189632
Hmel206019_64 38.8888888888889 0 23.3333333333333 7.77777777777778 7.77777777777778 0.0509942 0.0236257 0.0501102 0.0250551 0.0594568 -0.16515 0.0724444 0.0351345 0.0222222 0.1555556 0.3067485 2.1472393 0.3256545 20 20 45 M3 Hmel206019 884228 899110
Hmel206019_68 17.3423423423423 1.57657657657658 9.45945945945946 6.30630630630631 0 0.0083452 0.0089616 0.0152362 0.0101575 -1.4413437 -0.3408278 0.0283784 0.019725 0.018018 0.0540541 0.6349206 1.9047619 0.5389473 20 20 111 M0 Hmel206019 913397 924398
Hmel206019_69 15.1973684210526 2.76315789473684 9.44078947368421 2.76315789473684 0.230263157894737 0.0108379 0.004813 0.015577 0.0048215 -1.2149521 -0.0063454 0.0286776 0.0208521 0.0197368 0.0394737 0.6882312 1.3764625 0.5774324 20 20 760 M0 Hmel206019 925068 963601
Hmel206019_7 15 0 15 0 0 0.0219549 0 0.0241603 0 -0.243798 0 0.0142857 0.0033083 0 0.0571429 0 4 0.1338606 20 20 35 M3 Hmel206019 190545 192439
Hmel206019_70 7 0 0 7 0 0 0.0075789 0 0.0112748 0 -0.5915501 0.004 0.0002105 0 0.04 0 9.9999993 0.0277008 20 20 25 M2 Hmel206019 964253 968116
Hmel206019_72 20.5882352941176 0 20.5882352941176 0 0 0.0213622 0 0.0331611 0 -1.0300272 0 0.0382353 0.0275542 0 0.0588235 0 1.5384615 0.5695089 20 20 34 M1 Hmel206019 976600 983265
Hmel206019_73 18.2 8.4 7 2.8 0 0.0077895 0.0016 0.0112748 0.0045099 -0.9458703 -1.5128357 0.058 0.0533053 0.048 0.08 0.8275862 1.3793103 0.8534304 20 20 125 M0 Hmel206019 990259 991341
Hmel206019_74 11.7713004484305 3.1390134529148 6.2780269058296 1.5695067264574 0.7847533632287 0.0118244 0.0013453 0.0113759 0.003792 0.135582 -1.7233098 0.0340135 0.0274286 0.0179372 0.0538117 0.5273566 1.5820698 0.6811335 20 20 223 M2 Hmel206019 992129 995029
Hmel206019_75 12.5 0 12.5 0 0 0.0071429 0 0.0201335 0 -1.164391 0 0.0035714 0 0 0.0714286 0 20.0000008 0.05 20 18 14 M1 Hmel206019 997874 999484
Hmel206019_76 22.8693181818182 7.95454545454545 12.9261363636364 1.98863636363636 0 0.0124402 0.002811 0.0208199 0.0032031 -1.4599743 -0.2869892 0.0664773 0.0588517 0.0511364 0.1022727 0.7692307 1.5384614 0.7982963 20 20 176 M1 Hmel206019 999723 1015997
Hmel206019_77 21 7 14 0 0 0.0115789 0 0.0225496 0 -1.1407037 0 0.046 0.0402105 0.04 0.08 0.8695652 1.7391304 0.7807869 20 20 25 M2 Hmel206019 1018804 1029883
Hmel206019_78 26.6949152542373 0 15.5720338983051 9.63983050847458 1.48305084745763 0.0245986 0.0152319 0.0274703 0.0179154 -0.4019971 -0.5527537 0.0413559 0.0214407 0.0042373 0.0720339 0.102459 1.7418032 0.3557118 20 20 236 M1 Hmel206019 1032059 1085398
Hmel206019_79 40.3846153846154 20.1923076923077 13.4615384615385 6.73076923076923 0 0.0111336 0.0038462 0.0216823 0.0108411 -1.1407037 -1.164391 0.1230769 0.115587 0.1153846 0.1923077 0.9375 1.5625 0.8878178 20 20 26 M2 Hmel206019 1120214 1124881
Hmel206019_8 23.9316239316239 7.47863247863248 10.4700854700855 4.48717948717949 1.4957264957265 0.0119208 0.0041835 0.0192731 0.0096366 -1.2857188 -1.6381444 0.0648718 0.0568196 0.0512821 0.1025641 0.7905138 1.5810277 0.7834879 20 20 117 M2 Hmel206019 192664 198482
Hmel206019_80 10.9375 3.64583333333333 0 7.29166666666667 0 0 0.0208333 0 0.0117446 0 1.8144615 0.0375 0.0270833 0.0208333 0.0416667 0.5555556 1.1111111 0.5714286 20 20 48 M0 Hmel206019 1125394 1127180
Hmel206019_81 32.5 0 20 7.5 5 0.0493985 0.0348872 0.0402671 0.0201335 0.7930023 2.2422209 0.0604286 0.0182857 0 0.1428571 0 2.3640663 0.1820121 20 20 70 M3 Hmel206019 1128135 1131584
Hmel206019_82 36.0294117647059 2.57352941176471 20.5882352941176 12.8676470588235 0 0.0246904 0.0255418 0.0331611 0.0207257 -0.8609265 0.7110227 0.0580882 0.0329721 0.0147059 0.1176471 0.2531646 2.0253165 0.4023518 20 20 68 M1 Hmel206019 1136042 1137063
Hmel206019_83 17.2872340425532 6.38297872340426 7.71276595744681 3.19148936170213 0 0.0079667 0.0036554 0.0124228 0.0051405 -1.4028958 -1.0370486 0.0452128 0.0394017 0.0379939 0.06231 0.8403362 1.3781513 0.7766439 20 20 658 M0 Hmel206019 1138989 1166562
Hmel206019_84 32.4074074074074 0 16.2037037037037 6.48148148148148 9.72222222222222 0.0520468 0.0184211 0.0417585 0.026099 0.8303764 -0.9001631 0.0459259 0.010692 0 0.1481481 0 3.2258064 0.1346632 20 20 54 M3 Hmel206019 1169841 1176952
Hmel206019_85 18.0147058823529 0 6.86274509803922 6.43382352941176 4.71813725490196 0.0167183 0.0132095 0.0186531 0.0179623 -0.4037172 -1.0270566 0.0296569 0.014693 0.0073529 0.0612745 0.2479339 2.0661157 0.3349015 20 20 408 M3 Hmel206019 1177434 1205720
Hmel206019_87 13.8489208633094 0 6.29496402877698 6.29496402877698 1.2589928057554 0.0082544 0.0092768 0.012167 0.012167 -1.0248029 -0.7570268 0.0088849 0.0001193 0 0.0359712 0 4.0485832 0.0069295 20 20 139 M3 Hmel206019 1213717 1216381
Hmel206019_89 24.0625 0 13.125 2.1875 8.75 0.0242105 0.0240132 0.0352337 0.0176168 -1.094045 1.1109627 0.0280625 0.0039507 0 0.075 0 2.6726059 0.0775115 20 20 80 M3 Hmel206019 1225325 1231506
Hmel206019_9 37.8378378378378 0 9.45945945945946 23.6486486486486 4.72972972972973 0.0129445 0.0749644 0.0228543 0.0457086 -1.158103 2.0397475 0.0610811 0.0171266 0 0.1891892 0 3.0973452 0.1665398 20 20 37 M2 Hmel206019 201872 209237
Hmel206019_90 17.5 0 3.88888888888889 11.6666666666667 1.94444444444444 0.0094152 0.021345 0.0093957 0.0219232 0.0055577 -0.0867094 0.0208333 0.0054532 0 0.0666667 0 3.2000004 0.1538525 20 20 90 M2 Hmel206019 1234319 1240308
Hmel206019_91 16.5094339622642 0 13.2075471698113 0 3.30188679245283 0.0252234 0.0063555 0.0265915 0.0053183 -0.1574178 0.3519527 0.0166038 0.0008143 0 0.0566038 0 3.409091 0.0257659 20 20 53 M3 Hmel206019 1243835 1255654
Hmel206019_92 35 0 12.7272727272727 12.7272727272727 9.54545454545454 0.0159809 0.0401914 0.0358743 0.0358743 -1.8232504 0.3956631 0.0329091 0.004823 0 0.0909091 0 2.762431 0.0809347 20 20 55 M3 Hmel206019 1256169 1261803
Hmel206019_93 23.3333333333333 0 16.3333333333333 3.88888888888889 3.11111111111111 0.0242807 0.0057076 0.0313188 0.0112748 -0.8697689 -1.6980535 0.0183778 0.0033836 0 0.0577778 0 3.1438937 0.1037216 20 20 225 M3 Hmel206019 1285307 1292148
Hmel206019_94 20.2631578947368 0 11.0526315789474 7.36842105263158 1.84210526315789 0.0154017 0.0128532 0.0207693 0.0148352 -0.8497349 -0.4088084 0.0209474 0.0068199 0 0.0631579 0 3.0150753 0.1984364 20 20 95 M1 Hmel206019 1308838 1313735
Hmel206019_96 39.2857142857143 0 23.2142857142857 14.2857142857143 1.78571428571429 0.0316864 0.0282492 0.0402671 0.025886 -0.7800711 0.3139508 0.0668367 0.036869 0.0102041 0.122449 0.1526717 1.832061 0.3868477 20 20 98 M1 Hmel206019 1328370 1333833
Hmel206019_97 20.5882352941176 0 10.2941176470588 10.2941176470588 0 0.017301 0.0111455 0.0171021 0.0165806 0.0219295 -0.59155 0.0627451 0.0485218 0 0.1176471 0 1.8749999 0.6344466 18 20 17 M3 Hmel206019 1334684 1337755
Hmel206019_98 22.5806451612903 0 11.2903225806452 11.2903225806452 0 0.0064516 0.0093379 0.0181851 0.0181851 -1.5128356 -1.1407037 0.0370968 0.029202 0 0.0967742 0 2.6086954 0.6548015 20 20 31 M2 Hmel206019 1338307 1339392
Hmel206019_99 37.1212121212121 0 18.5606060606061 13.2575757575758 5.3030303030303 0.0277512 0.0310207 0.0384368 0.0298953 -0.9560374 0.1237807 0.0615151 0.0321292 0.0151515 0.1060606 0.2463054 1.7241381 0.359259 20 20 66 M1 Hmel206019 1342147 1348768
Hmel206020_1 8.33333333333333 0 0 0 8.33333333333333 0.0240602 0.0047619 0.0134224 0.0134224 1.4302415 -1.164391 0.0280952 0.0136842 0 0.047619 0 1.6949153 0.3274854 20 20 21 M3 Hmel206020 12700 17885
Hmel206020_2 15.2173913043478 0 2.53623188405797 10.1449275362319 2.53623188405797 0.0028986 0.0152555 0.0081701 0.0204253 -1.5128357 -0.7744675 0.0278986 0.0188215 0 0.057971 0 2.0779222 0.5153509 20 20 69 M2 Hmel206020 18210 24337
Hmel206020_3 6.25 0 4.16666666666667 2.08333333333333 0 0.0034461 0.0022556 0.0067112 0.0033556 -1.1407037 -0.5915501 0.0125 0.0096491 0 0.0238095 0 1.9047619 0.6344629 20 20 84 M1 Hmel206020 27653 31681
Hmel206020_5 14.5833333333333 0 5.83333333333333 5.83333333333333 2.91666666666667 0.0152778 0.0097222 0.0150683 0.0150683 0.0475902 -1.2144217 0.016276 0.003776 0 0.0416667 0 2.5600002 0.1348837 16 16 120 M3 Hmel206020 52651 53649
Hmel206020_6 12.5 0 8.33333333333333 4.16666666666667 0 0.0090226 0.0105263 0.0134224 0.0067112 -0.7685717 1.0258833 0.0119048 0.0021303 0 0.047619 0 4 0.1005322 20 20 42 M3 Hmel206020 55263 55481
Hmel206020_8 7.29166666666667 4.86111111111111 0 2.43055555555556 0 0 0.0026316 0 0.0039149 0 -0.5915501 0.0291667 0.0278509 0.0277778 0.0416667 0.952381 1.4285715 0.9156453 20 20 72 M3 Hmel206020 92424 96998
Hmel206021_10 4.60526315789474 0 4.60526315789474 0 0 0.0026316 0 0.0074176 0 -1.164391 0 0.0013158 0 0 0.0263158 0 19.9999993 0 20 20 38 M3 Hmel206021 79775 80197
Hmel206021_12 10.9375 0 2.734375 8.203125 0 0.0015625 0.0151316 0.0044042 0.0132126 -1.164391 0.3879034 0.0320312 0.0236842 0 0.0625 0 1.9512196 0.5926841 20 20 64 M2 Hmel206021 83284 87696
Hmel206021_13 14.8936170212766 0 11.1702127659574 3.72340425531915 0 0.0150056 0.0021277 0.0179917 0.0059972 -0.4432829 -1.1643909 0.0351064 0.0265398 0 0.0638298 0 1.8181818 0.6137114 20 20 47 M1 Hmel206021 87629 91661
Hmel206021_14 15.0662251655629 3.47682119205298 5.79470198675497 4.63576158940397 1.15894039735099 0.010596 0.0039038 0.0112001 0.0093334 -0.171886 -1.7800304 0.037947 0.0306971 0.0264901 0.0596026 0.6980802 1.5706805 0.6846769 20 20 151 M3 Hmel206021 93027 128732
Hmel206021_16 6.48148148148148 0 0 6.48148148148148 0 0 0.0070175 0 0.0104396 0 -0.5915501 0.0037037 0.0001949 0 0.037037 0 10.0000003 0.2640978 10 20 27 M2 Hmel206021 177675 180206
Hmel206021_17 14.5833333333333 0 14.5833333333333 0 0 0.0223684 0 0.0234891 0 -0.0861022 0 0.0125 0.0013158 0 0.0833333 0 6.6666668 0.056899 20 20 12 M1 Hmel206021 192981 195914
Hmel206021_18 4.48717948717949 0 4.48717948717949 0 0 0.0068826 0 0.0072274 0 -0.0861022 0 0.0038462 0.0004049 0 0.025641 0 6.6666667 0.056899 20 20 39 M3 Hmel206021 196433 199804
Hmel206021_19 26.9230769230769 0 20.1923076923077 6.73076923076923 0 0.0276316 0.0055668 0.0325234 0.0108411 -0.4793329 -1.1407037 0.05 0.0334008 0 0.0961538 0 1.9230769 0.5078486 20 20 52 M1 Hmel206021 201547 211153
Hmel206021_2 26.9946808510638 0 10.2393617021277 7.4468085106383 9.30851063829787 0.0343785 0.0316629 0.0314854 0.0269875 0.3506574 0.6517766 0.0467553 0.0137346 0.0106383 0.0851064 0.2275313 1.8202503 0.1758029 20 20 188 M3 Hmel206021 13034 27476
Hmel206021_20 16.5094339622642 6.60377358490566 6.60377358490566 3.30188679245283 0 0.0037736 0.0018868 0.0106366 0.0053183 -1.5128357 -1.164391 0.0575472 0.054717 0.0377358 0.0943396 0.6557377 1.6393444 0.908379 20 20 53 M1 Hmel206021 232023 233636
Hmel206021_21 6.48148148148148 0 6.48148148148148 0 0 0.0099415 0 0.0104396 0 -0.0861022 0 0.0055556 0.0005848 0 0.037037 0 6.6666666 0.056899 20 20 27 M3 Hmel206021 233768 281529
Hmel206021_23 16.9060052219321 3.19843342036554 9.13838120104439 3.65535248041775 0.913838120104439 0.0096468 0.0036141 0.0161909 0.0073595 -1.5485796 -1.7796503 0.0350392 0.0284087 0.0234987 0.0548303 0.6706409 1.5648286 0.6872273 20 20 383 M1 Hmel206021 292815 302217
Hmel206021_25 8.53658536585366 0 0 8.53658536585366 0 0 0.0070603 0 0.0137497 0 -1.1407036 0.0036585 0.0001284 0 0.0243902 0 6.6666664 0.0183065 20 20 41 M3 Hmel206021 306417 316929
Hmel206021_26 4.60526315789474 0 0 4.60526315789474 0 0 0.0026316 0 0.0074176 0 -1.9742868 0.0107895 0.0094737 0.0052632 0.0157895 0.4878049 1.4634145 0.7868853 20 20 190 M2 Hmel206021 324229 328543
Hmel206021_3 17.2131147540984 0 14.344262295082 2.86885245901639 0 0.0285519 0.0086471 0.0247021 0.005155 0.5136048 1.434132 0.0329333 0.0143338 0 0.0819672 0 2.488889 0.3019268 16 14 61 M1 Hmel206021 27868 32976
Hmel206021_6 19.9186991869919 0 18.4959349593496 1.42276422764228 0 0.0280274 0.0015404 0.0297911 0.0022916 -0.2147509 -0.5915502 0.053252 0.0384681 0 0.0894309 0 1.6793892 0.5716193 20 20 123 M1 Hmel206021 40127 48008
Hmel206021_8 29.4836956521739 0 23.7771739130435 4.7554347826087 0.951086956521739 0.0173055 0.0084954 0.0398294 0.0091914 -2.1950667 -0.2413097 0.0710598 0.0581593 0 0.1032609 0 1.4531548 0.6980637 20 20 184 M1 Hmel206021 51528 67577
Hmel206021_9 8.27272727272727 0.636363636363636 1.90909090909091 5.72727272727273 0 0.0010909 0.005933 0.0030749 0.0092248 -1.7233096 -1.2271588 0.0074545 0.0039426 0.0036364 0.0181818 0.4878049 2.4390242 0.3653616 20 20 275 M1 Hmel206021 70805 79446
Hmel206022_10 16.40625 0 13.671875 0 2.734375 0.0293586 0.0015625 0.0264253 0.0044042 0.3537488 -1.164391 0.055 0.0395395 0 0.078125 0 1.4204546 0.5673826 20 20 64 M1 Hmel206022 133743 136509
Hmel206022_11 8.33333333333333 0 4.16666666666667 4.16666666666667 0 0.002381 0.0120301 0.0067112 0.0067112 -1.164391 1.4302415 0.0107143 0.0035088 0 0.047619 0 4.4444448 0.1998215 20 20 42 M2 Hmel206022 136694 146682
Hmel206022_12 12.280701754386 0 3.07017543859649 9.21052631578947 0 0.0059095 0.011265 0.0049451 0.0148352 0.3519527 -0.6427677 0.0105263 0.0019391 0 0.0526316 0 4.9999998 0.1037806 20 20 57 M2 Hmel206022 147544 152552
Hmel206022_14 26.5151515151515 0 26.5151515151515 0 0 0.0255183 0 0.0427075 0 -1.2315414 0 0.0151515 0.0023923 0 0.0909091 0 6.0000004 0.0877192 20 20 33 M1 Hmel206022 193641 199993
Hmel206022_15 7.29166666666667 0 7.29166666666667 0 0 0.015424 0 0.0117446 0 0.836744 0 0.0118056 0.0040936 0 0.0277778 0 2.3529411 0.213965 20 20 72 M3 Hmel206022 212898 213437
Hmel206022_16 17.0731707317073 0 4.26829268292683 12.8048780487805 0 0.0081194 0.0221117 0.0068749 0.0206246 0.5240497 0.2588244 0.0213415 0.0062259 0 0.054878 0 2.5714283 0.1743898 20 20 164 M2 Hmel206022 214501 217085
Hmel206022_17 31.5 0 10.5 14 7 0.0168421 0.0264211 0.028187 0.0338244 -1.2315414 -0.6975208 0.0468 0.0251684 0.02 0.14 0.4273504 2.9914531 0.3736959 20 20 50 M3 Hmel206022 228424 231979
Hmel206022_19 9.40860215053763 0 3.76344086021505 5.64516129032258 0 0.0056593 0.0113186 0.0060617 0.0090926 -0.1556485 0.6538832 0.011828 0.003339 0 0.0215054 0 1.8181818 0.167852 20 20 93 M3 Hmel206022 251449 255226
Hmel206022_20 7 0.333333333333333 3.33333333333333 3.33333333333333 0 0.0030476 0.0040301 0.0053689 0.0053689 -1.5119379 -0.8720393 0.0066667 0.0031278 0.0038095 0.0190476 0.5714286 2.8571429 0.3118908 20 20 525 M1 Hmel206022 261876 290966
Hmel206022_21 8.13953488372093 0 4.06976744186047 4.06976744186047 0 0.0023256 0.0023256 0.0065551 0.0065551 -1.164391 -1.164391 0.0023256 0 0 0.0465116 0 20 0 20 20 43 M3 Hmel206022 294006 294422
Hmel206022_22 17.0731707317073 0 17.0731707317073 0 0 0.0231707 0 0.0274995 0 -0.5305325 0 0.0189024 0.0073171 0 0.0487805 0 2.580645 0.2446484 20 20 82 M3 Hmel206022 294759 302058
Hmel206022_23 15.5555555555556 3.88888888888889 6.48148148148148 3.88888888888889 1.2962962962963 0.0156335 0.0066277 0.0125275 0.0083517 0.7901244 -0.5975886 0.0394815 0.0283509 0.0222222 0.0592593 0.5628518 1.500938 0.5663882 20 20 135 M1 Hmel206022 306510 330338
Hmel206022_25 24.4186046511628 4.06976744186047 8.13953488372093 8.13953488372093 4.06976744186047 0.0090575 0.0184823 0.0196653 0.0196653 -1.4407064 -0.1606795 0.0404651 0.0266952 0.0232558 0.1162791 0.5747126 2.8735633 0.4985427 20 20 43 M3 Hmel206022 378893 409835
Hmel206022_26 8.07692307692308 0 2.69230769230769 5.38461538461539 0 0.002915 0.0102834 0.0043365 0.0086729 -0.5915501 0.4353844 0.0084615 0.0018623 0 0.0307692 0 3.6363635 0.1264257 20 20 65 M2 Hmel206022 409940 426501
Hmel206022_27 12.5 0 0 12.5 0 0 0.037218 0 0.0201335 0 1.5313312 0.0321429 0.0135338 0 0.0714286 0 2.2222225 0.2716469 20 20 14 M2 Hmel206022 430363 433285
Hmel206022_28 16.5876777251185 4.14691943127962 7.46445497630332 4.97630331753555 0 0.0062859 0.0107508 0.0120229 0.0080152 -1.6409752 1.0876538 0.0381517 0.0296333 0.028436 0.056872 0.7453416 1.4906832 0.6408026 20 20 211 M0 Hmel206022 436157 450639
Hmel206022_3 6.93069306930693 0 5.1980198019802 1.73267326732673 0 0.0029703 0.001433 0.0083724 0.0027908 -2.0562372 -1.1407037 0.0022277 2.61e-05 0 0.019802 0 8.8888892 0.0060323 20 20 202 M3 Hmel206022 35758 40619
Hmel206022_30 22.9508196721311 8.60655737704918 8.60655737704918 5.73770491803279 0 0.0157032 0.0109577 0.0138624 0.0092416 0.3546558 0.4353844 0.0696721 0.0563417 0.0491803 0.0983607 0.7058824 1.4117648 0.6842891 20 20 61 M0 Hmel206022 457435 461247
Hmel206022_31 10.2941176470588 0 10.2941176470588 0 0 0.0136842 0 0.0165806 0 -0.5345036 0 0.0088235 0.0019814 0 0.0352941 0 4 0.129306 20 20 85 M1 Hmel206022 464042 477899
Hmel206022_33 12.0098039215686 0 10.2941176470588 1.7156862745098 0 0.0268318 0.0051084 0.0165806 0.0027634 1.9703239 1.5313308 0.0367647 0.0207946 0 0.0686275 0 1.8666669 0.4003875 20 20 102 M1 Hmel206022 481476 501819
Hmel206022_34 11.5725806451613 1.12903225806452 8.18548387096774 2.25806451612903 0 0.0169864 0.003039 0.0131842 0.003637 1.1279001 -0.5541321 0.0223387 0.012326 0.0064516 0.0483871 0.2888086 2.1660648 0.386991 20 20 620 M1 Hmel206022 506645 512375
Hmel206022_35 10.9375 0 10.9375 0 0 0.0118421 0 0.0176168 0 -0.5915501 0 0.00625 0.0003289 0 0.0625 0 9.9999999 0.0277008 20 20 16 M3 Hmel206022 515208 520432
Hmel206022_36 9.10404624277457 0 9.10404624277457 0 0 0.0076666 0 0.0146637 0 -1.6409752 0 0.0040462 0.000213 0 0.0231214 0 5.7142857 0.0277008 20 20 173 M3 Hmel206022 521941 568855
Hmel206022_37 18.3363970588235 2.25183823529412 12.5459558823529 3.21691176470588 0.321691176470588 0.01518 0.005447 0.0207257 0.0056996 -1.0660386 -0.157176 0.0320956 0.0217821 0.0128676 0.0680147 0.4009164 2.1191293 0.5199418 20 20 544 M2 Hmel206022 533435 551421
Hmel206022_38 10.5 0 3.5 3.5 3.5 0.0087368 0.0116842 0.0112748 0.0112748 -0.5277805 0.0851429 0.0235 0.0132895 0 0.06 0 2.5531915 0.4002853 20 20 50 M3 Hmel206022 555913 558043
Hmel206022_41 11.4130434782609 0 2.53623188405797 8.8768115942029 0 0.003585 0.0209001 0.0040851 0.0142977 -0.2869892 1.5182756 0.0282609 0.0160183 0 0.057971 0 2.0512821 0.4015488 20 20 138 M2 Hmel206022 619232 623657
Hmel206022_42 15.3284671532847 0 3.83211678832117 11.4963503649635 0 0.0046869 0.0170188 0.0061723 0.018517 -0.6427675 -0.278235 0.020073 0.0092201 0 0.0583942 0 2.9090911 0.3034614 20 20 137 M2 Hmel206022 626655 633447
Hmel206022_44 11.9402985074627 0 5.97014925373134 5.22388059701493 0.746268656716418 0.0076984 0.006419 0.010818 0.009616 -1.0849316 -1.2356879 0.0261194 0.0190607 0 0.0383795 0 1.4693877 0.5806739 20 20 469 M2 Hmel206022 646744 653068
Hmel206022_45 7.95454545454545 0 7.95454545454545 0 0 0.0179426 0 0.0128123 0 0.9388575 0 0.0136364 0.0046651 0 0.0227273 0 1.6666667 0.2105262 20 20 44 M3 Hmel206022 654344 665130
Hmel206022_46 11.7977528089888 0 9.8314606741573 0 1.96629213483146 0.0087522 0.0021289 0.0190024 0.0031671 -1.7190377 -0.5915502 0.0135955 0.0081549 0 0.0337079 0 2.4793388 0.4346045 20 20 89 M3 Hmel206022 665631 668941
Hmel206022_47 12.3046875 0 8.203125 4.1015625 0 0.0113898 0.0044408 0.0132126 0.0066063 -0.4396624 -0.8754997 0.0214844 0.0135691 0.0078125 0.0390625 0.3636364 1.8181818 0.4678363 20 20 128 M1 Hmel206022 670223 674974
Hmel206022_49 23.6486486486486 0 4.72972972972973 18.9189189189189 0 0.0027027 0.0204836 0.0076181 0.0304724 -1.164391 -0.9489452 0.0986487 0.0870555 0 0.1351351 0 1.3698629 0.7938516 20 20 37 M2 Hmel206022 680533 689186
Hmel206022_5 37.2340425531915 3.72340425531915 33.5106382978723 0 0 0.0412094 0 0.053975 0 -0.8133423 0 0.0595745 0.0389698 0.0212766 0.1276596 0.3571429 2.1428572 0.4923599 20 20 47 M1 Hmel206022 45176 72087
